method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,criterion,class_weight,f1,best_f1,elapsed_time
BO,23,190,28,20,1,,True,log_loss,,0.6753826530612245,0.6957631444614599,84.80390408200037
BO,24,300,22,20,8,,True,log_loss,balanced_subsample,0.6942477326375948,0.6957631444614599,94.59134595400064
BO,25,300,22,11,1,,True,log_loss,balanced_subsample,0.6960341041209146,0.6960341041209146,105.72689368600004
BO,26,224,21,16,1,,True,log_loss,balanced_subsample,0.6939752961935972,0.6960341041209146,113.85790414700023
BO,27,300,24,11,6,,True,log_loss,balanced_subsample,0.6938098276962349,0.6960341041209146,124.59046096800012
BO,28,20,28,20,1,,True,gini,balanced,0.6892835272504593,0.6960341041209146,125.69653205600116
BO,29,20,30,20,15,log2,True,entropy,balanced,0.6603875717224207,0.6960341041209146,125.96683931400003
BO,30,300,28,2,1,,True,gini,balanced,0.6864254554785733,0.6960341041209146,139.93638240100154
BO,31,300,20,2,1,,True,entropy,balanced_subsample,0.6919382058938076,0.6960341041209146,151.3188048050015
BO,32,300,30,2,1,sqrt,True,gini,balanced_subsample,0.6877902212510243,0.6960341041209146,155.2287903610013
BO,33,300,19,2,1,sqrt,True,gini,balanced_subsample,0.6851002173388071,0.6960341041209146,157.73487998900055
BO,34,20,30,20,1,,True,log_loss,balanced_subsample,0.6929525805606497,0.6960341041209146,158.81331952100118
BO,35,300,28,2,1,,True,log_loss,balanced_subsample,0.6836951894423159,0.6960341041209146,172.3723024630017
BO,36,300,21,14,7,,True,entropy,balanced_subsample,0.693190321776004,0.6960341041209146,182.71070115800103
BO,37,20,26,20,11,,True,log_loss,balanced_subsample,0.6893648631917791,0.6960341041209146,183.64831576800134
BO,38,20,30,20,1,sqrt,True,gini,balanced_subsample,0.6899888351321176,0.6960341041209146,184.04048458300167
BO,39,300,20,6,15,,True,gini,balanced_subsample,0.6879364314953046,0.6960341041209146,192.8415899290012
BO,40,20,30,2,1,sqrt,True,gini,balanced,0.6811247005421762,0.6960341041209146,193.2933375550001
BO,41,300,30,20,1,,True,log_loss,balanced,0.693716955612935,0.6960341041209146,205.4414735750015
BO,42,300,30,20,1,,True,entropy,balanced,0.693716955612935,0.6960341041209146,217.50345484100035
BO,43,300,25,20,1,,True,log_loss,balanced,0.6934661161039591,0.6960341041209146,228.88256742500016
BO,44,300,28,20,9,,True,gini,balanced,0.690913455767615,0.6960341041209146,239.1336232090016
BO,45,300,30,20,15,sqrt,True,gini,balanced_subsample,0.6797266514806378,0.6960341041209146,240.90084456300065
BO,46,215,25,20,1,,True,log_loss,balanced_subsample,0.6965975952929138,0.6965975952929138,249.177462828
BO,47,300,24,20,1,,True,log_loss,balanced_subsample,0.6953524004085802,0.6965975952929138,260.2750306240014
BO,48,20,12,2,1,log2,True,gini,balanced_subsample,0.6557762118300234,0.6965975952929138,260.5402893790015
BO,49,300,30,20,1,log2,True,log_loss,balanced_subsample,0.6885603490063015,0.6965975952929138,262.81008945300164
BO,50,300,30,20,1,sqrt,True,log_loss,balanced,0.6902193242442205,0.6965975952929138,265.48178795400054
BO,51,300,27,20,1,sqrt,True,entropy,balanced_subsample,0.691774996962702,0.6965975952929138,268.1022064740009
BO,52,129,25,20,1,,True,log_loss,balanced_subsample,0.6963895670050109,0.6965975952929138,273.16570486100136
BO,53,103,26,20,1,,True,entropy,balanced_subsample,0.6952491309385863,0.6965975952929138,277.28713022100055
BO,54,132,23,20,5,,True,gini,balanced_subsample,0.6955212645841174,0.6965975952929138,281.9421940480006
BO,55,151,25,20,1,,True,log_loss,balanced_subsample,0.6954516335682255,0.6965975952929138,287.84342924000157
BO,56,300,25,20,1,sqrt,True,entropy,balanced,0.6903648269410664,0.6965975952929138,290.18084601600094
BO,57,222,24,20,1,,True,entropy,balanced_subsample,0.6958848260924959,0.6965975952929138,298.4397630650001
BO,58,300,26,20,1,,True,entropy,balanced,0.6939571150097466,0.6965975952929138,309.79008252100175
BO,59,202,24,20,3,,True,log_loss,balanced_subsample,0.6971616827166751,0.6971616827166751,316.99451137600045
BO,60,300,30,20,1,sqrt,True,entropy,,0.6680631646793426,0.6971616827166751,319.535142875
BO,61,300,30,2,1,sqrt,False,gini,balanced,0.6834704165561157,0.6971616827166751,324.638807790001
BO,62,300,26,2,1,sqrt,False,gini,balanced_subsample,0.6867684478371501,0.6971616827166751,329.060796142001
BO,63,300,30,2,1,log2,False,gini,balanced_subsample,0.6835475912219192,0.6971616827166751,333.3264122570017
BO,64,300,30,20,1,log2,False,gini,balanced,0.689134084912449,0.6971616827166751,336.06266889700055
QMC,1,142,21,10,4,log2,True,entropy,,0.6391091614644846,0.6391091614644846,0.5399294019989611
QMC,2,183,7,19,11,log2,False,log_loss,balanced,0.6314262023217247,0.6391091614644846,0.8503321909993247
QMC,3,265,29,3,6,,False,gini,balanced_subsample,0.6449354098756489,0.6449354098756489,15.572831358000258
QMC,4,61,12,12,13,sqrt,True,log_loss,,0.6310613767378772,0.6449354098756489,15.798559762999503
QMC,5,33,24,17,14,sqrt,True,gini,balanced_subsample,0.6790960451977401,0.6790960451977401,15.999924101999568
QMC,6,290,15,7,7,,False,entropy,balanced,0.6635049683830172,0.6790960451977401,27.12697594400015
QMC,7,226,20,14,9,log2,False,entropy,,0.6331811263318112,0.6790960451977401,27.93410418500025
QMC,8,97,8,6,2,sqrt,True,log_loss,balanced,0.6502473423850121,0.6790960451977401,28.22431505699933
QMC,9,121,28,15,8,,True,gini,balanced_subsample,0.6946913893827787,0.6946913893827787,32.68051591099902
QMC,10,203,13,5,15,log2,False,entropy,balanced,0.6624313556584472,0.6946913893827787,33.22948091899889
QMC,11,279,23,16,3,sqrt,False,gini,,0.6647049207127677,0.6946913893827787,35.46091666099892
QMC,12,45,4,8,10,,True,log_loss,balanced,0.6336283185840708,0.6946913893827787,35.70974036100051
QMC,13,90,18,2,10,,True,entropy,,0.6649392712550607,0.6946913893827787,38.448420130998784
QMC,14,236,10,13,3,sqrt,False,log_loss,balanced_subsample,0.6635050657469282,0.6946913893827787,39.20325029099877
QMC,15,177,25,11,12,sqrt,False,gini,balanced_subsample,0.6826008155867693,0.6946913893827787,40.33880912600034
QMC,16,148,15,18,5,log2,True,log_loss,,0.6181313919223436,0.6946913893827787,40.78579223499946
QMC,17,156,26,5,8,sqrt,False,log_loss,balanced_subsample,0.6838975297346752,0.6946913893827787,41.88276995599881
QMC,18,168,14,15,1,,True,entropy,balanced,0.6865950490425035,0.6946913893827787,46.1719932649994
QMC,19,244,18,8,13,,True,log_loss,,0.6655891385162437,0.6946913893827787,53.01161412200054
QMC,20,80,9,16,6,log2,False,gini,balanced_subsample,0.6402832743178505,0.6946913893827787,53.18962623399966
QMC,21,55,22,12,6,log2,False,entropy,,0.6383626522327469,0.6946913893827787,53.45220842500021
QMC,22,271,5,3,13,log2,True,gini,balanced,0.6213512119649304,0.6946913893827787,53.913020119000066
QMC,23,212,27,19,4,,True,log_loss,balanced_subsample,0.693285402490692,0.6946913893827787,61.45856941400052
QMC,24,113,14,10,11,sqrt,False,entropy,balanced,0.6727896425805023,0.6946913893827787,61.9937854589989
QMC,25,107,19,20,12,,False,entropy,,0.6345788473717543,0.6946913893827787,66.75012514799892
QMC,26,218,9,9,5,sqrt,True,gini,balanced,0.6544452686235033,0.6946913893827787,67.3967471349988
QMC,27,300,24,11,10,log2,True,log_loss,balanced_subsample,0.6721493665258946,0.6946913893827787,68.55191125300007
QMC,28,26,17,4,3,,False,gini,balanced,0.6538812785388128,0.6946913893827787,70.05646701299884
QMC,29,69,30,7,2,log2,False,log_loss,balanced_subsample,0.684033027096174,0.6946913893827787,70.5677666119991
QMC,30,255,11,17,9,sqrt,True,entropy,,0.6331862911435358,0.6946913893827787,71.33721522899941
QMC,31,191,21,6,7,sqrt,True,entropy,,0.6535341830822712,0.6946913893827787,72.3531999909992
QMC,32,132,6,14,15,,False,gini,balanced_subsample,0.6596802074330165,0.6946913893827787,73.51484606799931
QMC,33,126,29,17,11,log2,False,log_loss,balanced,0.6760187040748163,0.6946913893827787,74.02374487700035
QMC,34,191,12,8,4,log2,True,gini,,0.6157053509381515,0.6946913893827787,74.48690058399916
QMC,35,249,21,15,12,,True,log_loss,balanced,0.685565792582093,0.6946913893827787,81.92529868999918
QMC,36,68,7,5,6,sqrt,False,entropy,balanced_subsample,0.6343467543138867,0.6946913893827787,82.09644895499878
QMC,37,23,19,11,7,sqrt,False,log_loss,,0.6517338642774183,0.6946913893827787,82.2726252199991
QMC,38,292,7,18,14,,True,gini,balanced_subsample,0.6604711476118436,0.6946913893827787,84.91757976599911
QMC,39,216,25,2,1,log2,True,entropy,balanced_subsample,0.6841252026437211,0.6946913893827787,86.79326405899883
QMC,40,99,16,13,8,log2,False,gini,,0.624957264957265,0.6946913893827787,87.16122848899977
QMC,41,111,23,4,14,log2,False,log_loss,balanced,0.6697408871321915,0.6946913893827787,87.56845512200016
QMC,42,204,4,12,7,sqrt,True,gini,balanced_subsample,0.6135996771589992,0.6946913893827787,88.03528298600031
QMC,43,268,28,9,9,sqrt,True,entropy,balanced_subsample,0.683739090491502,0.6946913893827787,89.60758744299892
QMC,44,47,12,19,2,,False,gini,,0.6650448532765698,0.6946913893827787,90.88287457600018
QMC,45,74,26,13,3,,False,entropy,balanced,0.6460021134202184,0.6946913893827787,95.35647579999932
QMC,46,243,15,6,10,sqrt,True,gini,,0.6414209115281502,0.6946913893827787,96.31633742200029
QMC,47,161,17,17,5,log2,True,log_loss,balanced,0.6691555945975624,0.6946913893827787,96.86156865199882
QMC,48,155,10,7,12,,False,entropy,balanced_subsample,0.6637748859971082,0.6946913893827787,100.01026204899972
QMC,49,146,18,12,2,sqrt,True,gini,balanced,0.679977311401021,0.6946913893827787,100.86919410299924
QMC,50,169,9,4,9,,False,log_loss,balanced_subsample,0.6684031710079276,0.6946913893827787,103.89219593300004
QMC,51,233,26,19,7,log2,False,entropy,balanced,0.6775098149186763,0.6946913893827787,104.87861105800039
QMC,52,82,14,9,14,log2,True,log_loss,,0.604888341832249,0.6946913893827787,105.11467395699947
QMC,53,39,27,6,13,log2,True,entropy,balanced_subsample,0.6673215455140799,0.6946913893827787,105.28590853300011
QMC,54,278,13,14,6,,False,log_loss,,0.6692073170731707,0.6946913893827787,114.25896297299914
QMC,55,196,23,7,11,,False,gini,balanced,0.6506300114547537,0.6946913893827787,123.2214734829995
QMC,56,120,6,17,4,sqrt,True,entropy,balanced_subsample,0.6257244534824606,0.6946913893827787,123.5167710049991
QMC,57,91,24,9,5,,True,gini,balanced,0.6924013638577691,0.6946913893827787,126.91941224099901
QMC,58,226,17,16,12,sqrt,False,log_loss,,0.6466766616691654,0.6946913893827787,128.0843097699999
QMC,59,284,19,4,3,sqrt,False,gini,,0.6571900826446281,0.6946913893827787,130.0798756059994
QMC,60,33,8,15,11,log2,True,entropy,balanced_subsample,0.6389386121933243,0.6946913893827787,130.17920680099996
QMC,61,58,22,18,9,,True,gini,balanced,0.6876415206769158,0.6946913893827787,132.07907337899996
QMC,62,257,6,10,3,log2,False,log_loss,balanced_subsample,0.6229982436202087,0.6946913893827787,132.45517548899988
QMC,63,181,29,13,15,sqrt,False,entropy,balanced,0.6814982973893303,0.6946913893827787,133.5459202660004
QMC,64,134,11,3,8,,True,log_loss,,0.6548818767553279,0.6946913893827787,136.08097771699977
