method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,f1,best_f1,elapsed_time
QMC,55,201,24,19,8,0.6692836113837095,0.6812015503875969,41.16953885300063
QMC,56,95,10,3,1,0.6420551207893841,0.6812015503875969,41.496097879000445
QMC,57,120,19,19,6,0.6685346958958299,0.6812015503875969,42.18714489000013
QMC,58,224,15,4,13,0.6546245191503596,0.6812015503875969,43.12961225900108
QMC,59,266,29,13,3,0.680472415466753,0.6812015503875969,45.08710762699957
QMC,60,21,5,10,9,0.49277754849360295,0.6812015503875969,45.15477671100052
QMC,61,74,26,6,11,0.6685136897001304,0.6812015503875969,45.591444449000846
QMC,62,248,7,18,4,0.6074832333215673,0.6812015503875969,46.13545630000044
QMC,63,171,23,8,14,0.663036303630363,0.6812015503875969,47.007172031000664
QMC,64,138,11,15,8,0.6420047732696897,0.6812015503875969,47.46207745799984
