method,evaluation,n_estimators,max_depth,f1,best_f1,elapsed_time
BO,33,300,28,0.6658134698448248,0.6699983878768337,56.891228951000016
BO,34,214,25,0.6684887459807074,0.6699983878768337,59.23083341300003
BO,35,300,26,0.6706183915411728,0.6706183915411728,62.588569044999986
BO,36,300,26,0.6706183915411728,0.6706183915411728,65.93319417199996
BO,37,300,26,0.6706183915411728,0.6706183915411728,69.28203783499998
BO,38,300,26,0.6706183915411728,0.6706183915411728,72.63195628099993
BO,39,163,18,0.6615207751683363,0.6706183915411728,73.96871409300002
BO,40,300,7,0.6018258426966292,0.6706183915411728,74.63694932399994
BO,41,118,20,0.6643935703848027,0.6706183915411728,75.68739784699994
BO,42,118,24,0.6693561400677748,0.6706183915411728,76.95693300699998
BO,43,228,30,0.6647555343207517,0.6706183915411728,79.84809727200002
BO,44,300,22,0.6668824862415021,0.6706183915411728,82.66557617399997
BO,45,285,26,0.6696585991344767,0.6706183915411728,85.84117178999998
BO,46,300,26,0.6706183915411728,0.6706183915411728,89.18184108100002
BO,47,300,26,0.6706183915411728,0.6706183915411728,92.53640994800003
BO,48,300,26,0.6706183915411728,0.6706183915411728,95.89925110599995
BO,49,300,27,0.666025641025641,0.6706183915411728,99.58922552699994
BO,50,169,28,0.6638951071314358,0.6706183915411728,101.73329512600003
BO,51,300,15,0.6505823627287853,0.6706183915411728,103.41039467099995
BO,52,105,25,0.6687017994858612,0.6706183915411728,104.636854073
BO,53,20,13,0.6479201331114809,0.6706183915411728,104.82842678700001
BO,54,300,26,0.6706183915411728,0.6706183915411728,108.18328438599997
BO,55,300,26,0.6706183915411728,0.6706183915411728,111.51996514899997
BO,56,300,26,0.6706183915411728,0.6706183915411728,114.91579195600002
BO,57,300,26,0.6706183915411728,0.6706183915411728,118.26293460099998
BO,58,300,26,0.6706183915411728,0.6706183915411728,121.60389768200002
BO,59,300,26,0.6706183915411728,0.6706183915411728,124.88167744600003
BO,60,300,26,0.6706183915411728,0.6706183915411728,128.19451709399993
BO,61,268,23,0.6670992861778067,0.6706183915411728,130.82795532599994
BO,62,300,26,0.6706183915411728,0.6706183915411728,134.31190591400002
BO,63,300,26,0.6706183915411728,0.6706183915411728,137.79214013799992
BO,64,300,26,0.6706183915411728,0.6706183915411728,141.21433629199998
QMC,1,142,21,0.6626662341874797,0.6626662341874797,1.3345365919999495
QMC,2,261,17,0.6555371900826447,0.6626662341874797,3.028414166999937
QMC,3,191,28,0.663787587971849,0.663787587971849,5.357395868000026
QMC,4,72,10,0.6275850282003076,0.663787587971849,5.6057667219999985
QMC,5,32,25,0.6654895666131622,0.6654895666131622,6.016201916999989
QMC,6,223,6,0.5753424657534246,0.6654895666131622,6.449336899999935
QMC,7,292,18,0.6586530545035403,0.6654895666131622,8.51365978399997
QMC,8,102,12,0.6423161083992593,0.6654895666131622,8.944376409000029
QMC,9,123,30,0.6644306021402332,0.6654895666131622,10.577109114999985
QMC,10,281,8,0.614877752731056,0.6654895666131622,11.259583272999976
QMC,11,210,23,0.666882276843467,0.666882276843467,13.382045695999977
QMC,12,53,14,0.6516891329672159,0.666882276843467,13.676778764999995
QMC,13,82,19,0.6593442622950819,0.666882276843467,14.342687773999955
QMC,14,172,12,0.644586415601883,0.666882276843467,15.035819476000029
QMC,15,242,26,0.6701957009945461,0.6701957009945461,17.736849980999978
QMC,16,152,5,0.5338691159586682,0.6701957009945461,18.02609302199994
QMC,17,143,26,0.6674146497836192,0.6701957009945461,19.697741846999975
QMC,18,234,4,0.4698151950718686,0.6701957009945461,20.07833761300003
QMC,19,164,20,0.6642764015645372,0.6701957009945461,21.45384642800002
QMC,20,73,11,0.6394442561843443,0.6701957009945461,21.739546771999926
QMC,21,44,23,0.6644165863066538,0.6701957009945461,22.22864202400001
QMC,22,202,15,0.6523690773067332,0.6701957009945461,23.305705353999997
QMC,23,272,29,0.667413931144916,0.6701957009945461,26.57269804500004
QMC,24,114,8,0.6232009710421363,0.6701957009945461,26.852859814999988
QMC,25,93,18,0.6615233092580434,0.6701957009945461,27.55390026500004
QMC,26,284,14,0.6483516483516484,0.6701957009945461,28.898371258999987
QMC,27,214,24,0.6701080819487014,0.6701957009945461,31.151591798000027
QMC,28,23,7,0.6151714582611708,0.6701957009945461,31.237577644999988
QMC,29,63,28,0.6660284027445349,0.6701957009945461,32.046932026000036
QMC,30,182,9,0.6283170689950351,0.6701957009945461,32.526035288
QMC,31,252,22,0.6659101961420003,0.6701957009945461,34.80193848299996
QMC,32,133,16,0.6581944215217033,0.6701957009945461,35.62490164799999
QMC,33,128,27,0.6654923939151322,0.6701957009945461,37.165477313
QMC,34,249,10,0.6304273504273504,0.6701957009945461,37.89645212100004
QMC,35,179,21,0.6651539708265802,0.6701957009945461,39.47142125899995
QMC,36,58,17,0.6552406064601186,0.6701957009945461,39.93077461099995
QMC,37,28,18,0.658261011953496,0.6701957009945461,40.18079259499996
QMC,38,217,13,0.6467427803895232,0.6701957009945461,41.134541764999994
QMC,39,287,24,0.6693535386103499,0.6701957009945461,44.01504228299996
QMC,40,98,6,0.5786140763524517,0.6701957009945461,44.24986306300002
QMC,41,108,23,0.666019731521915,0.6701957009945461,45.32886819299995
QMC,42,269,14,0.6483057920213654,0.6701957009945461,46.62660977600001
QMC,43,199,29,0.6650648726573762,0.6701957009945461,49.059563475000004
QMC,44,38,7,0.6099879039225851,0.6701957009945461,49.16947422499993
QMC,45,79,25,0.6676305220883534,0.6701957009945461,50.046205819999955
QMC,46,167,5,0.5359252906422718,0.6701957009945461,50.32604183000001
QMC,47,237,19,0.658576582486061,0.6701957009945461,52.19297049499994
QMC,48,149,12,0.6454103037422386,0.6701957009945461,52.77442785099993
QMC,49,158,20,0.6641693811074919,0.6701957009945461,54.15556348300004
QMC,50,246,11,0.6375486710682241,0.6701957009945461,54.99917854199998
QMC,51,175,26,0.6692283061159142,0.6701957009945461,57.02773325600003
QMC,52,88,4,0.5021799445105034,0.6701957009945461,57.190004026999986
QMC,53,47,29,0.6624061351653618,0.6701957009945461,57.84386379599994
QMC,54,207,9,0.6264357963312189,0.6701957009945461,58.39379538100002
QMC,55,277,22,0.6656957928802589,0.6701957009945461,61.03760287299997
QMC,56,117,15,0.6514419069844974,0.6701957009945461,61.723792500999934
QMC,57,107,24,0.6689243670375746,0.6701957009945461,62.90030658699993
QMC,58,296,7,0.6031578947368421,0.6701957009945461,63.55861256899993
QMC,59,226,17,0.6590834157599736,0.6701957009945461,65.08474715900002
QMC,60,37,13,0.6469011725293132,0.6701957009945461,65.27979613899993
QMC,61,67,21,0.6609400324149108,0.6701957009945461,65.92885834399999
QMC,62,188,16,0.6568789178488947,0.6701957009945461,67.07696720599995
QMC,63,257,28,0.6646419437340153,0.6701957009945461,70.16258047199995
QMC,64,137,9,0.6240110079119368,0.6701957009945461,70.52878101900001
