method,evaluation,n_estimators,max_depth,f1,best_f1,elapsed_time
BO,1,185,22,0.6780710329097426,0.6780710329097426,1.685565423000071
BO,2,72,5,0.5314767601490489,0.6780710329097426,1.8081030340000552
BO,3,77,6,0.5786858089453341,0.6780710329097426,1.9512651229999847
BO,4,224,22,0.6777506112469438,0.6780710329097426,3.9445833910000374
BO,5,153,16,0.6623027861698556,0.6780710329097426,4.78663042900007
BO,6,25,24,0.6687057308435287,0.6780710329097426,5.084532357000057
BO,7,189,29,0.6799489958559133,0.6799489958559133,7.334383858000024
BO,8,206,20,0.6772504091653028,0.6799489958559133,8.952540973000055
BO,9,146,10,0.644253859348199,0.6799489958559133,9.339457791999962
BO,10,208,23,0.6783568761162526,0.6799489958559133,11.30463376800003
BO,11,300,11,0.6472184531886025,0.6799489958559133,12.351145846000009
BO,12,86,30,0.6758993950971028,0.6799489958559133,13.48800669000002
BO,13,300,30,0.6792091836734694,0.6799489958559133,17.16807467600006
BO,14,300,26,0.6793242156074014,0.6799489958559133,20.417504890000032
BO,15,300,22,0.6776187378009109,0.6799489958559133,23.141668193999976
BO,16,300,28,0.6790518898142216,0.6799489958559133,26.618835311999987
BO,17,300,30,0.6792091836734694,0.6799489958559133,30.25787715900003
BO,18,20,20,0.6762075134168157,0.6799489958559133,30.538426508000043
BO,19,300,18,0.6718517292735396,0.6799489958559133,32.703234166000016
BO,20,300,24,0.6813400226573879,0.6813400226573879,35.678273418
BO,21,300,29,0.680925778132482,0.6813400226573879,39.26569436500006
BO,22,300,25,0.6788191643813518,0.6813400226573879,42.699886892999984
BO,23,20,28,0.6694228017172842,0.6813400226573879,43.05892616400001
BO,24,20,21,0.6666666666666666,0.6813400226573879,43.346878022000055
BO,25,20,18,0.668097045717115,0.6813400226573879,43.704109904000006
BO,26,300,14,0.6615152024189485,0.6813400226573879,45.078887936
BO,27,167,26,0.6792028286724526,0.6813400226573879,46.99156133300005
BO,28,115,19,0.6704132231404959,0.6813400226573879,48.15823306300001
BO,29,20,14,0.6595353501587832,0.6813400226573879,48.355494154999974
BO,30,300,20,0.6766201804757999,0.6813400226573879,50.90516685800003
BO,31,212,27,0.6810966810966811,0.6813400226573879,53.72392109100008
BO,32,214,30,0.6796178343949044,0.6813400226573879,56.647912654999914
BO,33,235,24,0.680472415466753,0.6813400226573879,59.30433555299999
BO,34,256,29,0.6791128131482368,0.6813400226573879,63.062127080000096
BO,35,155,27,0.6802699228791774,0.6813400226573879,64.98429053400002
BO,36,162,28,0.6774245087074613,0.6813400226573879,67.07878416799997
BO,37,300,27,0.6841007540510188,0.6841007540510188,71.32514868700002
BO,38,300,8,0.6249346120313862,0.6841007540510188,72.00027607599998
BO,39,20,26,0.668379637064397,0.6841007540510188,72.40919526200003
BO,40,300,16,0.6632072313357884,0.6841007540510188,74.83157281799993
BO,41,20,12,0.6596561508930062,0.6841007540510188,75.01563352999995
BO,42,300,27,0.6841007540510188,0.6841007540510188,78.63551783900004
BO,43,300,27,0.6841007540510188,0.6841007540510188,82.51564217499993
BO,44,300,27,0.6841007540510188,0.6841007540510188,86.2314427
BO,45,300,27,0.6841007540510188,0.6841007540510188,90.46715928099991
BO,46,300,27,0.6841007540510188,0.6841007540510188,94.52818400400008
BO,47,300,27,0.6841007540510188,0.6841007540510188,98.58693660100005
BO,48,300,27,0.6841007540510188,0.6841007540510188,102.48120549299995
BO,49,300,27,0.6841007540510188,0.6841007540510188,106.45349698500002
BO,50,300,27,0.6841007540510188,0.6841007540510188,110.32190926500004
BO,51,300,27,0.6841007540510188,0.6841007540510188,114.20780784500005
BO,52,300,27,0.6841007540510188,0.6841007540510188,118.52085653999995
BO,53,194,21,0.6757421682794817,0.6841007540510188,120.56157921800002
BO,54,300,27,0.6841007540510188,0.6841007540510188,124.86028561499995
BO,55,300,27,0.6841007540510188,0.6841007540510188,129.04728695999995
BO,56,300,27,0.6841007540510188,0.6841007540510188,133.34468596299996
BO,57,300,23,0.6769681197137281,0.6841007540510188,136.55153440200013
BO,58,20,9,0.6287671232876713,0.6841007540510188,136.98689390800007
BO,59,300,27,0.6841007540510188,0.6841007540510188,140.89713062800013
BO,60,300,27,0.6841007540510188,0.6841007540510188,145.00250730699997
BO,61,300,27,0.6841007540510188,0.6841007540510188,148.86317256900008
BO,62,300,27,0.6841007540510188,0.6841007540510188,153.20841353499998
BO,63,300,27,0.6841007540510188,0.6841007540510188,157.395554972
BO,64,300,27,0.6841007540510188,0.6841007540510188,161.39182830700008
QMC,1,133,4,0.4578059071729958,0.4578059071729958,0.21158096299996032
QMC,2,273,24,0.6808992398512049,0.6808992398512049,3.0979118359998665
QMC,3,161,16,0.6614067483632701,0.6808992398512049,4.098689416999832
QMC,4,22,23,0.673884938590821,0.6808992398512049,4.37828272999991
QMC,5,57,13,0.6570324315241136,0.6808992398512049,4.656843183999854
QMC,6,196,19,0.6726220016542597,0.6808992398512049,6.206403363999925
QMC,7,237,9,0.6303219106957425,0.6808992398512049,6.810590973999979
QMC,8,99,27,0.6777813401731324,0.6808992398512049,8.040185507999922
QMC,9,113,14,0.6605196982397318,0.6808992398512049,8.632075595999822
QMC,10,254,21,0.677155031137332,0.6808992398512049,10.959632898999871
QMC,11,216,6,0.577917282127031,0.6808992398512049,11.343317941999885
QMC,12,76,27,0.6778684589534325,0.6808992398512049,12.308017226999937
QMC,13,40,10,0.6394768542419549,0.6808992398512049,12.449875652999935
QMC,14,182,29,0.6792211937440154,0.6808992398512049,14.789419279999947
QMC,15,289,12,0.6526458616010855,0.6808992398512049,15.868136092999976
QMC,16,147,17,0.6686676671669168,0.6808992398512049,16.834323136999956
