method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,criterion,class_weight,f1,best_f1,elapsed_time
BO,48,300,30,20,1,sqrt,True,gini,balanced,0.7031727379553466,0.7143952953208897,284.11003979400084
BO,49,300,30,20,1,sqrt,True,log_loss,balanced_subsample,0.7092924126172208,0.7143952953208897,286.7073153620004
BO,50,20,30,2,1,sqrt,False,gini,balanced,0.697225891677675,0.7143952953208897,287.24976066199997
BO,51,20,18,2,1,,True,entropy,balanced_subsample,0.7082449794187352,0.7143952953208897,288.2257496300008
BO,52,20,22,20,1,,True,entropy,balanced_subsample,0.7074626865671642,0.7143952953208897,289.2120743630003
BO,53,300,18,2,1,,True,entropy,balanced_subsample,0.7102990864722813,0.7143952953208897,299.7219027370011
BO,54,300,30,20,1,,True,entropy,balanced_subsample,0.7141740489838457,0.7143952953208897,311.2920157860008
BO,55,300,28,20,1,,True,log_loss,balanced_subsample,0.7133462282398453,0.7143952953208897,322.70064681999975
BO,56,300,30,20,15,sqrt,False,gini,balanced_subsample,0.6899730215827338,0.7143952953208897,324.47496189100093
BO,57,300,27,20,1,,True,entropy,balanced_subsample,0.7142673686914087,0.7143952953208897,335.77314530200056
BO,58,300,30,20,1,sqrt,True,gini,balanced_subsample,0.7105359540959589,0.7143952953208897,338.3209159670005
BO,59,300,30,20,1,,True,gini,balanced_subsample,0.7140413212264771,0.7143952953208897,350.0907013199994
BO,60,300,30,20,1,log2,False,log_loss,balanced,0.6984651711924439,0.7143952953208897,352.7266186529996
BO,61,20,30,20,1,log2,True,gini,balanced,0.6907871922321119,0.7143952953208897,353.04813442500017
BO,62,300,27,20,1,,True,entropy,balanced_subsample,0.7142673686914087,0.7143952953208897,364.3318312770007
BO,63,300,30,20,1,,True,entropy,balanced_subsample,0.7141740489838457,0.7143952953208897,375.8755983150004
BO,64,300,30,20,1,,True,entropy,balanced_subsample,0.7141740489838457,0.7143952953208897,387.4866525260004
QMC,1,133,4,11,12,log2,True,log_loss,,0.167145468790807,0.167145468790807,0.17686569299985422
QMC,2,227,24,15,2,log2,False,gini,balanced,0.6900677200902935,0.6900677200902935,1.3937757010007772
QMC,3,287,17,3,8,sqrt,False,entropy,balanced_subsample,0.6843330746202462,0.6900677200902935,2.8895968590004486
QMC,4,65,23,16,6,,True,entropy,balanced,0.7005088155247899,0.7005088155247899,5.154577385999801
QMC,5,53,11,12,7,,True,log_loss,balanced_subsample,0.6922725194330133,0.7005088155247899,6.240466694000133
QMC,6,238,18,7,10,sqrt,False,gini,balanced,0.6854470548936644,0.7005088155247899,7.507607400000779
QMC,7,171,9,19,3,sqrt,False,log_loss,,0.6350077147265558,0.7005088155247899,7.90405037399978
QMC,8,111,28,6,15,,True,gini,balanced_subsample,0.7050448017675218,0.7050448017675218,11.351769865999813
QMC,9,91,14,18,11,log2,True,log_loss,balanced_subsample,0.6686727565824825,0.7050448017675218,11.603050080000685
QMC,10,189,21,5,6,log2,False,gini,balanced,0.6845771144278607,0.7050448017675218,12.310094546999608
QMC,11,253,7,13,14,,False,log_loss,,0.6373092926490985,0.7050448017675218,14.935745452999981
QMC,12,36,26,8,4,sqrt,True,gini,balanced,0.6914227132930858,0.7050448017675218,15.184439896000185
QMC,13,84,8,4,2,sqrt,True,log_loss,,0.6145760336370008,0.7050448017675218,15.35828494999987
QMC,14,265,28,17,12,,False,gini,balanced,0.659846547314578,0.7050448017675218,27.924512371000674
QMC,15,211,13,9,5,,False,entropy,balanced_subsample,0.6726447470386361,0.7050448017675218,34.62130608299958
QMC,16,147,19,14,9,log2,True,entropy,,0.6312166580622957,0.7050448017675218,35.02797754399944
QMC,17,157,13,5,4,,False,gini,balanced_subsample,0.6703112797054558,0.7050448017675218,40.48701206899932
QMC,18,204,20,18,14,sqrt,True,log_loss,,0.6527126590756865,0.7050448017675218,41.32699738100018
QMC,19,275,8,8,8,log2,True,entropy,,0.5656866393747674,0.7050448017675218,41.728814561000036
QMC,20,77,27,13,10,log2,False,entropy,balanced,0.6818031522098534,0.7050448017675218,42.01659467299942
QMC,21,28,6,17,9,log2,False,entropy,,0.40008960573476704,0.7050448017675218,42.06917658100065
QMC,22,262,26,4,6,sqrt,True,log_loss,balanced_subsample,0.6956621265880737,0.7050448017675218,43.595761091000895
QMC,23,181,15,14,13,sqrt,True,gini,balanced_subsample,0.6816777041942604,0.7050448017675218,44.33050705599999
QMC,24,100,21,9,1,,False,log_loss,balanced,0.6569207564682678,0.7050448017675218,49.64845501899981
QMC,25,118,10,15,5,sqrt,False,gini,,0.6360363449339962,0.7050448017675218,49.971253149000404
QMC,26,161,30,10,9,,True,entropy,balanced_subsample,0.7071166729869801,0.7071166729869801,55.451349619999746
QMC,27,245,11,16,2,log2,True,gini,balanced_subsample,0.6619972407938024,0.7071166729869801,56.04894438299925
QMC,28,43,17,2,12,log2,False,log_loss,balanced,0.6717193590298831,0.7071166729869801,56.199600186999305
QMC,29,55,16,7,14,log2,False,gini,balanced_subsample,0.6701750617549136,0.7071166729869801,56.36245183599931
QMC,30,294,23,12,4,,True,log_loss,balanced,0.7009569377990431,0.7071166729869801,66.5635604149993
QMC,31,217,5,6,11,,True,entropy,,0.6113735783027121,0.7071166729869801,67.67997472500065
QMC,32,141,25,19,7,sqrt,False,entropy,balanced,0.6924648206990468,0.7071166729869801,68.62984994500039
QMC,33,138,16,13,1,,False,entropy,balanced_subsample,0.6678607410724281,0.7071166729869801,74.36369901100079
QMC,34,214,23,9,13,sqrt,True,entropy,,0.6577762960493415,0.7071166729869801,75.29399619099968
QMC,35,299,4,19,6,sqrt,True,gini,balanced,0.6186414551433563,0.7071166729869801,75.72452189400065
QMC,36,60,24,5,9,,False,log_loss,balanced_subsample,0.6577150133117259,0.7071166729869801,78.66286362999926
QMC,37,40,9,9,10,,False,gini,balanced,0.6776257722859664,0.7071166729869801,79.44535351000013
QMC,38,242,29,13,8,sqrt,True,log_loss,balanced_subsample,0.6929564622749032,0.7071166729869801,80.78343789499922
QMC,39,166,12,3,14,log2,True,entropy,balanced,0.6572868542629148,0.7071166729869801,81.129966075001
QMC,40,124,18,17,3,log2,False,log_loss,,0.6448979591836734,0.7071166729869801,81.60453193000103
QMC,41,104,7,3,7,log2,False,gini,,0.5459737292975443,0.7071166729869801,81.74782760699964
QMC,42,184,27,17,11,,True,log_loss,balanced_subsample,0.7082089552238806,0.7082089552238806,87.72039761199994
QMC,43,257,14,11,4,,True,gini,balanced,0.6970223612559379,0.7082089552238806,94.2644682099999
QMC,44,23,21,15,13,sqrt,False,entropy,,0.6570192947438457,0.7082089552238806,94.41777182700025
QMC,45,80,12,19,12,sqrt,False,entropy,balanced,0.6730873282112325,0.7082089552238806,94.72268854200047
QMC,46,278,19,5,2,,True,entropy,,0.6879103282626101,0.7082089552238806,104.21587178200025
QMC,47,198,9,11,10,log2,True,gini,balanced,0.6445820433436532,0.7082089552238806,104.56064060800054
QMC,48,151,28,7,5,log2,False,log_loss,balanced_subsample,0.6861672434967064,0.7082089552238806,105.2387484030005
QMC,49,144,7,16,15,,True,entropy,balanced,0.6715360296522402,0.7082089552238806,106.5148075470006
QMC,50,208,27,2,3,sqrt,False,entropy,balanced_subsample,0.6991983269431857,0.7082089552238806,108.30510817399954
QMC,51,271,13,15,10,sqrt,False,log_loss,balanced,0.6769598782211591,0.7082089552238806,109.31910681100089
QMC,52,90,20,10,8,log2,True,gini,,0.6384576010919638,0.7082089552238806,109.58953819800081
QMC,53,32,15,6,6,log2,True,log_loss,balanced,0.6689603268465757,0.7082089552238806,109.70955114000026
QMC,54,249,22,20,8,log2,False,gini,,0.646670055922725,0.7082089552238806,110.54030377100025
QMC,55,194,6,8,2,sqrt,False,log_loss,,0.5835921797917047,0.7082089552238806,110.81947720199969
QMC,56,96,25,12,13,,True,gini,balanced_subsample,0.7046657638803397,0.7082089552238806,113.78826515299988
QMC,57,114,11,8,9,sqrt,True,log_loss,balanced,0.6684463427656167,0.7082089552238806,114.14567417100079
QMC,58,174,18,12,5,,False,gini,,0.6632218844984803,0.7082089552238806,121.94999272200039
QMC,59,232,10,4,12,,False,entropy,,0.6635514018691588,0.7082089552238806,126.48559022100017
QMC,60,47,29,18,3,sqrt,True,gini,balanced_subsample,0.69981369352585,0.7082089552238806,126.82806438400075
QMC,61,69,5,14,4,log2,True,entropy,balanced,0.6204238921001927,0.7082089552238806,126.94922673399924
QMC,62,290,25,10,14,log2,False,entropy,balanced_subsample,0.6779846659364732,0.7082089552238806,127.83893806800006
QMC,63,222,16,18,6,,False,log_loss,balanced_subsample,0.6686807653575025,0.7082089552238806,136.75099691700052
QMC,64,128,22,4,11,sqrt,True,gini,,0.6620093147039254,0.7082089552238806,137.33786733099987
