method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,f1,best_f1,elapsed_time
QMC,32,135,21,18,3,0.6681048788582807,0.6781702751098811,22.234331817000566
QMC,33,140,14,14,5,0.6504805260495701,0.6781702751098811,22.80608019200008
QMC,34,275,29,7,13,0.6629176314918954,0.6781702751098811,24.0917666940004
QMC,35,213,5,19,2,0.5468779835783846,0.6781702751098811,24.425801047000277
QMC,36,79,21,4,9,0.6638935108153078,0.6781702751098811,24.873638558001403
QMC,37,43,9,10,10,0.6241085406157593,0.6781702751098811,25.006152036999993
QMC,38,179,20,12,4,0.6653333333333333,0.6781702751098811,26.04052303699973
QMC,39,241,15,6,15,0.6477828359467206,0.6781702751098811,26.908884888000102
QMC,40,103,24,17,7,0.6673303467728555,0.6781702751098811,27.51389290500083
QMC,41,108,7,4,4,0.6065864022662889,0.6781702751098811,27.741046806000668
QMC,42,254,22,16,11,0.6602103857071298,0.6781702751098811,28.962077740001405
QMC,43,175,11,11,8,0.643709512444596,0.6781702751098811,29.475062985000477
QMC,44,30,28,13,13,0.6595147714144248,0.6781702751098811,29.653768624000804
QMC,45,65,16,19,12,0.6525181067879401,0.6781702751098811,29.943097930001386
QMC,46,208,26,3,6,0.6691940003296523,0.6781702751098811,31.13937498800078
QMC,47,288,9,14,9,0.6240666782427505,0.6781702751098811,31.787545203000263
QMC,48,144,17,8,2,0.6646676661669165,0.6781702751098811,32.57453423200059
QMC,49,159,8,16,14,0.6204966771598461,0.6781702751098811,32.88944541800083
QMC,50,294,18,5,7,0.6626706626706627,0.6781702751098811,34.28330169500077
QMC,51,197,17,12,10,0.6520787746170679,0.6781702751098811,35.14883742100028
QMC,52,63,25,10,4,0.6694078947368421,0.6781702751098811,35.61078061800072
QMC,53,27,12,2,2,0.6529232848935451,0.6781702751098811,35.74716900400017
QMC,54,164,27,18,8,0.6682035237938416,0.6781702751098811,36.63902676900034
QMC,55,260,6,9,5,0.5815525114155251,0.6781702751098811,37.058460824000576
QMC,56,123,23,15,13,0.6602457655264032,0.6781702751098811,37.65511239999978
QMC,57,92,14,7,10,0.6513900589721988,0.6781702751098811,38.027599671000644
QMC,58,238,25,14,1,0.6813008130081301,0.6813008130081301,39.89450112099985
QMC,59,194,10,4,12,0.6332363511894574,0.6813008130081301,40.40603495400137
QMC,60,49,19,19,6,0.6586264656616415,0.6813008130081301,40.68826573300066
QMC,61,85,5,11,7,0.5410276073619632,0.6813008130081301,40.830214865000016
QMC,62,228,20,9,14,0.6551897041617918,0.6813008130081301,41.833695680001256
QMC,63,273,13,17,3,0.6524822695035462,0.6813008130081301,42.8275434290008
QMC,64,129,29,6,11,0.6622538474267747,0.6813008130081301,43.49326122000093
