method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,criterion,class_weight,f1,best_f1,elapsed_time
QMC,1,40,13,19,4,sqrt,True,gini,balanced,0.6792661361626879,0.6792661361626879,0.20825199000137218
QMC,2,247,28,10,8,,False,log_loss,balanced_subsample,0.654229140437221,0.6792661361626879,13.351252940999984
QMC,3,195,7,12,8,,False,entropy,balanced,0.6772263287574798,0.6792661361626879,15.567085087999658
QMC,4,157,21,4,12,log2,True,log_loss,,0.6400274395472475,0.6792661361626879,16.037297523000234
QMC,5,96,10,7,15,log2,True,entropy,balanced,0.6445989415793296,0.6792661361626879,16.26931684900046
QMC,6,187,17,17,5,log2,False,entropy,,0.651871929527359,0.6792661361626879,16.946615320001
QMC,7,290,17,6,11,,False,gini,balanced,0.6607969296760356,0.6792661361626879,29.033790741001212
QMC,8,66,24,13,1,sqrt,True,log_loss,balanced_subsample,0.7016361886429259,0.7016361886429259,29.591724505000457
QMC,9,87,6,5,6,,True,entropy,balanced_subsample,0.6602419959310418,0.7016361886429259,30.306586556000184
QMC,10,265,22,15,13,sqrt,False,entropy,,0.6719185951091416,0.7016361886429259,31.824121658000877
QMC,11,177,12,8,3,log2,False,gini,,0.6416065911431514,0.7016361886429259,32.29493234700021
QMC,12,110,28,16,10,log2,True,log_loss,balanced_subsample,0.6723684210526316,0.7016361886429259,32.73095330199976
QMC,13,136,15,13,9,log2,True,gini,balanced,0.6696206635685723,0.7016361886429259,33.129394098001285
QMC,14,220,26,2,3,sqrt,False,log_loss,balanced_subsample,0.6953588461091078,0.7016361886429259,35.088486591999754
QMC,15,257,8,18,13,sqrt,False,gini,balanced,0.6489174349943023,0.7016361886429259,35.68275296899992
QMC,16,26,19,11,7,,True,entropy,,0.6869744566079644,0.7016361886429259,36.7148075540008
QMC,17,34,7,15,11,log2,False,log_loss,balanced,0.6252155391013288,0.7016361886429259,36.797063302001334
QMC,18,250,20,5,2,,True,gini,,0.6903824964583661,0.7016361886429259,46.02804439300053
QMC,19,228,14,16,14,,True,log_loss,balanced,0.6904789516409602,0.7016361886429259,51.3919703470001
QMC,20,129,27,9,5,sqrt,False,entropy,balanced_subsample,0.6929784304726939,0.7016361886429259,52.42673647599986
QMC,21,120,11,3,7,sqrt,False,entropy,,0.6523066485753053,0.7016361886429259,52.863482034999834
QMC,22,168,29,12,12,,True,entropy,balanced_subsample,0.6997026759167493,0.7016361886429259,58.261805471000116
QMC,23,275,5,10,4,log2,True,log_loss,balanced_subsample,0.6222589987587919,0.7016361886429259,58.809190486999796
QMC,24,78,23,18,9,log2,False,gini,,0.6555555555555556,0.7016361886429259,59.125052528001106
QMC,25,59,16,9,13,,False,entropy,,0.6666666666666666,0.7016361886429259,61.42063038700144
QMC,26,299,24,20,7,log2,True,entropy,balanced_subsample,0.6795014466948587,0.7016361886429259,62.569718094000564
QMC,27,179,9,4,9,sqrt,True,log_loss,balanced_subsample,0.6551905111787552,0.7016361886429259,63.10771224100063
QMC,28,104,18,11,3,,False,gini,,0.6562019082794706,0.7016361886429259,67.86665393300063
QMC,29,148,6,17,2,,False,log_loss,balanced,0.6602372242545173,0.7016361886429259,69.19634678900002
QMC,30,206,21,7,10,sqrt,True,gini,,0.6696194225721784,0.7016361886429259,70.22292685499997
QMC,31,237,12,14,5,sqrt,True,entropy,balanced,0.6724681823126292,0.7016361886429259,71.0853003709999
QMC,32,50,28,5,14,log2,False,gini,balanced_subsample,0.6724459563261275,0.7016361886429259,71.2938918660002
QMC,33,51,7,8,9,sqrt,False,log_loss,balanced_subsample,0.6358828315703824,0.7016361886429259,71.4287682260001
QMC,34,232,21,16,4,,True,entropy,,0.6872120730738681,0.7016361886429259,79.16858105900064
QMC,35,211,14,5,12,log2,True,log_loss,,0.6316516931582584,0.7016361886429259,79.69911532399965
QMC,36,147,27,14,8,sqrt,False,gini,balanced,0.6924829157175398,0.7016361886429259,80.74858647099973
QMC,37,103,16,18,5,log2,False,log_loss,,0.6515898656691039,0.7016361886429259,81.12664799100094
QMC,38,185,24,11,14,,True,gini,balanced,0.6946403385049366,0.7016361886429259,86.68527373500001
QMC,39,293,10,13,2,,True,entropy,balanced_subsample,0.689079527011361,0.7016361886429259,91.75393704999988
QMC,40,60,18,2,11,sqrt,False,entropy,balanced,0.6819247515909345,0.7016361886429259,92.12169012400045
QMC,41,77,12,12,14,,False,log_loss,,0.6636125654450262,0.7016361886429259,94.53985938700134
QMC,42,281,29,3,6,sqrt,True,gini,balanced,0.6924917397744104,0.7016361886429259,96.18312814100136
QMC,43,162,5,19,10,sqrt,True,entropy,balanced_subsample,0.6207035175879397,0.7016361886429259,96.58484583100108
QMC,44,121,22,9,2,log2,False,entropy,balanced,0.6831850433607388,0.7016361886429259,97.30131334900034
QMC,45,130,9,6,4,log2,False,log_loss,balanced_subsample,0.6442617833732182,0.7016361886429259,97.60573818100056
QMC,46,223,19,14,9,log2,True,gini,,0.6459669254134324,0.7016361886429259,98.2886043540002
QMC,47,255,15,7,7,sqrt,True,log_loss,,0.661303837774426,0.7016361886429259,99.46898650000003
QMC,48,33,25,18,13,,False,gini,balanced_subsample,0.6620721878285247,0.7016361886429259,101.24265059100071
QMC,49,22,14,4,1,log2,True,gini,,0.6407534246575343,0.7016361886429259,101.34946268600106
QMC,50,264,26,11,11,log2,False,log_loss,balanced_subsample,0.6769298925683908,0.7016361886429259,102.35701744000107
QMC,51,213,8,9,5,,False,gini,balanced_subsample,0.6809475235180777,0.7016361886429259,105.60290852500111
QMC,52,140,20,20,15,sqrt,True,log_loss,,0.6629176314918954,0.7016361886429259,106.2475338080003
QMC,53,113,4,14,12,sqrt,True,gini,balanced_subsample,0.6155268022181146,0.7016361886429259,106.52093895000144
QMC,54,169,23,6,8,,False,log_loss,balanced,0.6568961599636446,0.7016361886429259,115.44627018900064
QMC,55,273,11,17,8,,False,entropy,,0.6652679147837315,0.7016361886429259,122.44796823800061
QMC,56,84,30,8,4,log2,True,entropy,balanced,0.683111954459203,0.7016361886429259,122.8243579530008
QMC,57,70,9,16,6,log2,True,gini,balanced_subsample,0.6431331592689296,0.7016361886429259,123.00836019000053
QMC,58,283,18,8,13,sqrt,False,log_loss,balanced,0.6807846633972359,0.7016361886429259,124.5103236820014
QMC,59,194,16,15,3,sqrt,False,entropy,,0.667220744680851,0.7016361886429259,125.62588507100008
QMC,60,92,25,4,10,,True,entropy,balanced,0.6965091427214438,0.7016361886429259,128.69045959400137
QMC,61,154,13,10,10,,True,gini,,0.6875593542260209,0.7016361886429259,131.99230749600065
QMC,62,203,28,19,2,sqrt,False,entropy,balanced,0.6945157526254375,0.7016361886429259,133.94100438700116
QMC,63,239,6,3,14,log2,False,gini,balanced_subsample,0.6265803268578477,0.7016361886429259,134.2919075890004
QMC,64,43,21,13,6,log2,True,log_loss,balanced,0.6764188297404311,0.7016361886429259,134.48227329800102
