method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,f1,best_f1,elapsed_time
BO,42,300,18,2,1,log2,False,0.6641068447412354,0.6928413749605803,160.43799566799953
BO,43,300,26,2,1,log2,False,0.6682816537467701,0.6928413749605803,164.07127657399997
BO,44,20,18,2,1,log2,True,0.6503251625812907,0.6928413749605803,164.36721500399926
BO,45,75,14,20,1,,True,0.6870179948586118,0.6928413749605803,166.40675972699955
BO,46,300,24,20,1,,True,0.6899921197793538,0.6928413749605803,178.0995228869997
BO,47,300,30,20,1,,True,0.686342229199372,0.6928413749605803,190.2762138069993
BO,48,300,27,2,1,,True,0.6805082119615742,0.6928413749605803,205.21272829699956
BO,49,300,30,20,15,,True,0.684502137090391,0.6928413749605803,214.6788559480001
BO,50,20,30,20,1,,True,0.6850467289719626,0.6928413749605803,215.78925022299973
BO,51,20,26,20,15,,True,0.6839867737364195,0.6928413749605803,216.67406630999994
BO,52,300,27,20,1,,True,0.6891020600723384,0.6928413749605803,229.26222741199945
BO,53,300,17,2,1,sqrt,False,0.6729497354497355,0.6928413749605803,231.8090625799996
BO,54,20,30,20,1,sqrt,False,0.681745778910481,0.6928413749605803,232.26457082900015
BO,55,300,26,20,15,,True,0.6846275752773375,0.6928413749605803,241.72414070299965
BO,56,300,30,20,1,sqrt,True,0.6816865143224976,0.6928413749605803,244.43308994699964
BO,57,300,18,13,1,,True,0.692112765283497,0.6928413749605803,255.0386330929996
BO,58,300,19,20,15,sqrt,False,0.6608985024958403,0.6928413749605803,257.1456527479995
BO,59,20,26,20,1,,True,0.6842515998127049,0.6928413749605803,258.2271516459996
BO,60,300,12,20,1,,False,0.6761565836298933,0.6928413749605803,266.99246356799995
BO,61,231,19,13,3,,True,0.6916890080428955,0.6928413749605803,275.4375184820001
BO,62,265,19,11,1,,True,0.693194378651508,0.693194378651508,285.21284385299987
BO,63,20,23,2,15,,True,0.683596214511041,0.693194378651508,286.17103506700005
BO,64,300,30,20,15,sqrt,False,0.6685291700903861,0.693194378651508,288.1413434799997
QMC,1,141,25,17,2,sqrt,False,0.6763518966908797,0.6763518966908797,1.3625177049998456
QMC,2,275,9,7,11,,True,0.6596631649157912,0.6763518966908797,4.808238492999408
QMC,3,164,18,15,7,log2,True,0.6441769791490083,0.6763518966908797,5.342534835999686
QMC,4,25,17,6,13,sqrt,False,0.6500840336134454,0.6763518966908797,5.520840065999437
QMC,5,60,21,9,14,sqrt,False,0.6687438504427681,0.6763518966908797,5.893931392999548
QMC,6,199,13,18,6,log2,True,0.6185314685314686,0.6763518966908797,6.4226600940000935
QMC,7,240,30,4,9,,True,0.6871165644171779,0.6871165644171779,14.94732543200007
QMC,8,106,4,13,4,log2,False,0.1439153439153439,0.6871165644171779,15.0871100509994
QMC,9,109,20,3,5,,False,0.6571645185746778,0.6871165644171779,20.857938045999617
QMC,10,255,14,11,15,log2,True,0.6149789029535865,0.6871165644171779,21.471124804999818
QMC,11,226,25,10,3,sqrt,True,0.6778283485045513,0.6871165644171779,23.021143478999875
QMC,12,85,9,19,9,,False,0.646065518405944,0.6871165644171779,24.464980152999487
QMC,13,50,27,13,10,log2,False,0.6512949039264829,0.6871165644171779,24.685551583000233
QMC,14,191,7,5,2,sqrt,True,0.6073446327683616,0.6871165644171779,25.059840552999958
QMC,15,289,22,17,12,log2,True,0.6313261279807857,0.6871165644171779,25.94780051699945
QMC,16,145,11,8,8,,False,0.6647173489278753,0.6871165644171779,29.52234699499968
QMC,17,152,23,12,8,sqrt,True,0.6696208764155588,0.6871165644171779,30.42115760700017
QMC,18,299,11,2,4,log2,False,0.611552729199788,0.6871165644171779,31.175153137000052
QMC,19,184,28,19,14,,False,0.6559455698159888,0.6871165644171779,39.9907146659998
QMC,20,40,6,11,6,sqrt,True,0.6022808267997148,0.6871165644171779,40.09192029299993
QMC,21,76,24,5,7,log2,True,0.6474261603375527,0.6871165644171779,40.381310433999715
QMC,22,218,10,14,13,,False,0.6609470384425012,0.6871165644171779,44.68949010100005
QMC,23,265,19,8,1,log2,False,0.6637830643819664,0.6871165644171779,46.20084278899958
QMC,24,116,15,17,11,sqrt,True,0.6585528509503168,0.6871165644171779,46.70887832599965
QMC,25,98,29,7,12,,True,0.6855335968379447,0.6871165644171779,50.14697622499989
QMC,26,230,5,16,7,sqrt,False,0.5504448230172251,0.6871165644171779,50.511926627999856
QMC,27,207,21,6,10,sqrt,False,0.6667766413724844,0.6871165644171779,51.81811410699993
QMC,28,70,13,15,3,,True,0.6846091861402095,0.6871165644171779,53.42234252599974
QMC,29,35,18,18,3,,True,0.6941992433795713,0.6941992433795713,54.630588592000095
QMC,30,171,16,10,10,log2,False,0.6348988687007199,0.6941992433795713,55.164658444999986
QMC,31,266,27,13,5,sqrt,False,0.6782636969598439,0.6941992433795713,57.22165488100018
QMC,32,133,7,3,15,log2,True,0.5074626865671642,0.6941992433795713,57.44132079700012
QMC,33,125,17,10,11,log2,True,0.6284925836495343,0.6941992433795713,57.802295067999694
QMC,34,273,17,20,1,,False,0.6618727050183598,0.6941992433795713,69.98855510199974
QMC,35,175,26,3,13,log2,False,0.6447791504484685,0.6941992433795713,70.59071331499945
QMC,36,32,8,11,7,sqrt,True,0.6143130767891346,0.6941992433795713,70.68654972399963
QMC,37,66,29,17,6,sqrt,True,0.6745237326444947,0.6941992433795713,71.10150657800023
QMC,38,210,5,8,14,,False,0.6419106821527891,0.6941992433795713,72.4015181349996
QMC,39,238,22,14,4,,False,0.6465424303095642,0.6941992433795713,85.39325781800017
QMC,40,91,12,5,8,sqrt,True,0.6523793452581843,0.6941992433795713,85.7126438919995
QMC,41,124,25,15,14,,True,0.685868017091312,0.6941992433795713,89.67745745899992
QMC,42,257,10,6,5,log2,False,0.6030615877536489,0.6941992433795713,90.22406202599996
QMC,43,215,20,16,9,sqrt,False,0.6665565102445472,0.6941992433795713,91.54402855999979
QMC,44,79,14,7,3,log2,True,0.6446786807208432,0.6941992433795713,91.79947443699984
QMC,45,43,22,4,2,,True,0.6862683766030654,0.6941992433795713,93.73536284300008
QMC,46,181,12,12,10,sqrt,False,0.6459183673469387,0.6941992433795713,94.39707543300028
QMC,47,291,27,9,7,log2,False,0.6572190730243415,0.6941992433795713,95.60991828999977
QMC,48,160,7,19,12,,True,0.6495726495726496,0.6941992433795713,96.90592537300017
