method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,f1,best_f1,elapsed_time
QMC,53,31,29,3,11,log2,True,0.6272027373823781,0.6736331970316523,114.87658515599833
QMC,54,218,16,13,7,log2,False,0.6298266689548653,0.6736331970316523,115.60353394899903
QMC,55,290,22,8,15,,False,0.6469576098858126,0.6736331970316523,129.46921077099978
QMC,56,100,10,16,4,sqrt,True,0.633508742149041,0.6736331970316523,129.77850365499944
QMC,57,119,25,9,7,,True,0.6669874879692012,0.6736331970316523,133.95608667599845
QMC,58,270,11,17,10,sqrt,False,0.6343776460626588,0.6736331970316523,134.8538309309988
QMC,59,202,18,2,4,sqrt,False,0.6553897180762852,0.6736331970316523,136.18326304399852
QMC,60,47,4,11,14,log2,True,0.23594101474631343,0.6736331970316523,136.28261203599868
QMC,61,67,22,19,12,log2,True,0.6267738074884596,0.6736331970316523,136.50316844699955
QMC,62,182,8,10,1,log2,False,0.5675576711827169,0.6736331970316523,136.82479323299958
QMC,63,255,28,14,8,sqrt,False,0.6602228047182176,0.6736331970316523,138.60372818999895
QMC,64,134,14,5,5,,True,0.6713082901554405,0.6736331970316523,142.15129791099935
