method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,f1,best_f1,elapsed_time
QMC,40,68,23,9,14,sqrt,False,0.6729888816219751,0.6888853953780852,81.7854781090009
QMC,41,83,11,12,10,log2,False,0.6152750578600676,0.6888853953780852,81.993446460001
QMC,42,210,28,7,5,sqrt,True,0.6819799417664186,0.6888853953780852,83.27112199200019
QMC,43,272,9,19,15,sqrt,True,0.6410432395332876,0.6888853953780852,83.91882808000082
QMC,44,145,20,6,2,,False,0.6536209553158706,0.6888853953780852,91.89064221600165
QMC,45,99,5,9,3,,False,0.6454157081827144,0.6888853953780852,92.58442718100014
QMC,46,248,21,14,12,log2,True,0.6412005457025921,0.6888853953780852,93.351196136
QMC,47,190,17,4,7,sqrt,True,0.6679933665008292,0.6888853953780852,94.29230004900091
QMC,48,33,26,17,10,,False,0.6517913262099309,0.6888853953780852,96.04572106500018
QMC,49,27,16,7,2,log2,True,0.6437841530054644,0.6888853953780852,96.17707979100123
QMC,50,179,26,11,13,,False,0.6604098232441733,0.6888853953780852,104.85078796800008
QMC,51,259,5,6,6,log2,False,0.3466728711028385,0.6888853953780852,105.22382322000158
QMC,52,105,21,19,11,sqrt,True,0.6686468646864686,0.6888853953780852,105.78672323700084
QMC,53,155,10,14,8,sqrt,True,0.6539629005059022,0.6888853953780852,106.23868483100159
QMC,54,279,19,9,7,log2,False,0.6525181067879401,0.6888853953780852,107.24598650100052
QMC,55,203,12,17,13,,False,0.6579203109815355,0.6888853953780852,112.60091348100104
QMC,56,73,27,4,4,log2,True,0.6643414715163594,0.6888853953780852,112.93530305700006
QMC,57,57,6,17,8,,True,0.6489145183175034,0.6888853953780852,113.34029838400056
QMC,58,220,23,3,9,sqrt,False,0.6800130208333334,0.6888853953780852,114.78333089100124
QMC,59,297,15,14,3,sqrt,False,0.6681091877496671,0.6888853953780852,116.33625092800139
QMC,60,136,24,10,12,log2,True,0.6459459459459459,0.6888853953780852,116.77681095700063
QMC,61,121,12,5,14,,True,0.6841770136899077,0.6888853953780852,119.2545812590015
QMC,62,242,30,19,3,sqrt,False,0.6902626521460602,0.6902626521460602,121.44918942200093
QMC,63,161,7,8,10,log2,False,0.5401941747572816,0.6902626521460602,121.74831499600077
QMC,64,46,18,12,5,,True,0.6893724377168086,0.6902626521460602,123.32187842500025
